"","Codigo_nacional","Estación","Latitud","Longitud","Altura","Region","Macrozona","Comuna","Cuenca","Subcuenca"
"166","03430003-8","Rio copiapo en pastillo DGA",-28.0003,-69.9747,1173,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"167","03430006-2","Lautaro embalse DGA",-27.9783,-70.0033,1125,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"168","03430007-0","Los loros DGA",-27.8317,-70.1119,936,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"169","03431001-7","Rio copiapo en la puerta DGA",-27.8044,-70.1269,904,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"170","03431004-1","Elibor campamento DGA",-27.7167,-70.1953,753,"Región de Atacama","Norte","Tierra Amarilla","Rio Copiapo","R.  Copiapo Medio"
"171","03441001-1","Pastos grandes DGA",-27.1142,-69.5642,2268,"Región de Atacama","Norte","Copiapó","Rio Copiapo","Quebrada Paipote"
"172","03450004-5","Copiapo DGA",-27.3772,-70.3308,387,"Región de Atacama","Norte","Copiapó","Rio Copiapo","R.  Copiapo Bajo"
"173","03604001-7","El totoral DGA",-27.9022,-70.9575,159,"Región de Atacama","Norte","Copiapó","Q.Totoral y Costeras hasta Q.Carrizal","Quebrada Totoral"
"174","03701001-4","Canto de agua DGA",-28.0992,-70.7811,330,"Región de Atacama","Norte","Huasco","Quebrada Carrizal y Costeras hasta R. Huasco","Quebradas Carrizal y Carrizalillo"
"175","03801002-6","Junta valerianos DGA",-28.9019,-70.0603,1780,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"176","03802001-3","Rio conay en las lozas DGA",-28.9456,-70.1011,1722,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"177","03802004-8","Los tambos DGA",-28.9817,-70.1881,1370,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"178","03802005-6","Conay DGA",-28.975,-70.1533,1457,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"179","03802006-4","Conay en albaricoque DGA",-28.9519,-70.1106,1597,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"180","03804005-7","El parral DGA",-28.9797,-70.1986,1377,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"181","03804006-5","El corral DGA",-29.1383,-70.3778,1766,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"182","03804007-3","Junta del carmen DGA",-28.7539,-70.4817,785,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"183","03806002-3","El transito DGA",-28.8731,-70.2822,1107,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Transito"
"184","03814003-5","Rio carmen en el corral DGA",-29.1094,-70.4139,1750,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"185","03815004-9","San felix DGA",-28.9311,-70.4614,1150,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio del Carmen"
"186","03820001-1","Rio huasco en algodones DGA",-28.7306,-70.5067,735,"Región de Atacama","Norte","Alto del Carmen","Rio Huasco","Rio Huasco"
"187","03820004-6","Santa juana DGA",-28.6672,-70.6625,541,"Región de Atacama","Norte","Vallenar","Rio Huasco","Rio Huasco"
"188","03823002-6","Vallenar dmc DGA",-28.5936,-70.7572,538,"Región de Atacama","Norte","Vallenar","Rio Huasco","Rio Huasco"
"189","03823003-4","Vallenar DGA",-28.5861,-70.7397,427,"Región de Atacama","Norte","Vallenar","Rio Huasco","Rio Huasco"
"190","03823004-2","La compania vallenar DGA",-28.5761,-70.8081,436,"Región de Atacama","Norte","Vallenar","Rio Huasco","Rio Huasco"
"191","03825004-3","Freirina DGA",-28.5072,-71.0806,91,"Región de Atacama","Norte","Freirina","Rio Huasco","Rio Huasco"
"192","03826002-2","Huasco DGA",-28.4669,-71.2214,34,"Región de Atacama","Norte","Huasco","Rio Huasco","Rio Huasco"
"193","03826003-0","Huasco bajo DGA",-28.4725,-71.1931,44,"Región de Atacama","Norte","Huasco","Rio Huasco","Rio Huasco"
"194","03940001-4","Domeiko DGA",-28.9544,-70.8936,772,"Región de Atacama","Norte","Vallenar","Costeras e Islas entre R.Huasco y Cuarta Region","Q. Chañaral"
"195","04120001-4","El trapiche DGA",-29.3731,-71.1181,297,"Región de Coquimbo","Norte","La Higuera","Rio los Choros","Q. Los Choros entre Q. del Pelicano y desembocadura"
"196","04301005-0","La laguna embalse DGA",-30.2033,-70.0422,3153,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"197","04302001-3","Rio toro antes junta rio la laguna DGA",-29.9711,-70.0928,2267,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"198","04302014-5","Juntas DGA",-29.9769,-70.0944,2090,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"199","04306002-3","Huanta DGA",-29.8478,-70.3847,1237,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"200","04308001-6","Rio turbio en varillar DGA",-29.9458,-70.5328,902,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"201","04308003-2","Rivadavia DGA",-29.9772,-70.5617,825,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"202","04311003-9","Pisco elqui dmc DGA",-30.1217,-70.4933,1247,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"203","04311004-7","Los nichos DGA",-30.1472,-70.4983,1337,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"204","04311005-5","La ortiga DGA",-30.1939,-70.4819,1524,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"205","04313003-K","Cochiguaz DGA",-30.1414,-70.4047,1572,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"206","04314002-7","Rio claro en rivadavia DGA",-29.9781,-70.5525,826,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Claro"
"207","04314003-5","Monte grande DGA",-30.0894,-70.4939,1115,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"208","04314008-6","Paihuano DGA",-30.03,-70.52,914,"Región de Coquimbo","Norte","Paihuano","Rio Elqui","Rio Claro"
"209","04320001-1","Rio elqui en algarrobal DGA",-29.9953,-70.5867,784,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"210","04320003-8","Vicuna inia DGA",-30.0567,-70.7167,708,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"211","04321001-7","Puclaro embalse DGA",-29.9964,-70.8556,454,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"212","04323007-7","Almendral DGA",-29.9822,-70.9186,381,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","R. Elqui Medio"
"213","04331004-6","Molino yaco DGA",-29.9519,-70.28,1526,"Región de Coquimbo","Norte","Vicuña","Rio Elqui","Rio Turbio"
"214","04334001-8","Fundo san antonio DGA",-29.8369,-71.1044,260,"Región de Coquimbo","Norte","La Serena","Rio Elqui","R. Elqui Bajo"
"215","04335002-1","La serena escuela agricola DGA",-29.9061,-71.2556,19,"Región de Coquimbo","Norte","La Serena","Rio Elqui","R. Elqui Bajo"
"216","04400002-4","Pan de azucar DGA",-30.0022,-71.2592,106,"Región de Coquimbo","Norte","Coquimbo","Costeras entre Elqui y Limari","E.  El Culebron - Q. El Romeral (Incl.)"
"217","04410001-0","Cerrillos pobres DGA",-30.2964,-71.3881,148,"Región de Coquimbo","Norte","Coquimbo","Costeras entre Elqui y Limari","Q. Camarones (Incl. - R. Limari"
"218","04501003-1","Pabellon DGA",-30.4111,-70.5544,1938,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"219","04501004-K","Las breas DGA",-30.3694,-70.6131,1605,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"220","04502003-7","Estancia chacay DGA",-30.4453,-70.7114,1376,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"221","04502004-5","La cortadera DGA",-30.3503,-70.77,911,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"222","04502005-3","Hurtado DGA",-30.2867,-70.6961,1108,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"223","04503002-4","Samo alto DGA",-30.4094,-70.9386,614,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"224","04503003-2","Pichasca DGA",-30.3922,-70.8678,724,"Región de Coquimbo","Norte","Rio Hurtado","Rio Limari","Rio Hurtado"
"225","04506006-3","Bocatoma canal alimentador DGA",-30.4806,-71.0667,420,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Hurtado"
"226","04506007-1","Recoleta embalse DGA",-30.5069,-71.0997,356,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Hurtado"
"227","04511002-8","Rio grande en las ramadas DGA",-31.0117,-70.5811,1389,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"228","04511003-6","Las ramadas DGA",-31.0181,-70.5858,1376,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"229","04511004-4","Cerro vega negra DGA",-30.90333,-70.51583,3530,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Del Grande Sector alto"
"230","04512002-3","Tascadero DGA",-31.0153,-70.6664,1226,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"231","04513003-7","Tulahuen DGA",-30.9669,-70.7639,991,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"232","04513004-5","Caren DGA",-30.8547,-70.7708,733,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"233","04515004-6","El maiten DGA",-30.8058,-70.5939,1352,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"234","04515005-4","Pedregal DGA",-30.8539,-70.7078,888,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"235","04515007-0","Ramadilla DGA",-30.8933,-70.6511,1257,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","Rio Grande Alto (hasta arriba junta Rio Rapel)"
"236","04520005-1","Los molles bocatoma DGA",-30.7439,-70.4175,2647,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma)"
"237","04522003-6","Rapel DGA",-30.7211,-70.7753,878,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma)"
"238","04523004-K","Puntilla san juan DGA",-30.7025,-70.9178,440,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma)"
"239","04524001-0","Monte patria DGA",-30.6914,-70.9608,442,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Grande Medio (arriba Junta R. Rapel y R. Guatulame o Muro Emb. Paloma)"
"240","04530001-3","Rio cogoti en fraguita DGA",-31.1119,-70.885,1233,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"241","04531002-7","Rio cogoti entrada embalse cogoti DGA",-31.0325,-71.0403,740,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"242","04531003-5","Cogoti 18 DGA",-31.0836,-70.95,856,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"243","04532006-5","Combarbala DGA",-31.1736,-71.0008,869,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"244","04535001-0","Cogoti embalse DGA",-31.0078,-71.0856,746,"Región de Coquimbo","Norte","Combarbalá","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"245","04537003-8","El tome DGA",-30.8178,-70.9706,423,"Región de Coquimbo","Norte","Monte Patria","Rio Limari","R. Guatulame (Muro Embalse Paloma)"
"246","04540005-0","Sotaqui DGA",-30.6306,-71.1194,284,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Grande Bajo (entre Embalse Paloma y Rio Hurtado)"
"247","04540006-9","Paloma embalse DGA",-30.6958,-71.0361,322,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Grande Bajo (entre Embalse Paloma y Rio Hurtado)"
"248","04551004-2","Ovalle escuela agricola DGA",-30.5528,-71.1642,341,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"249","04551005-0","Ovalle DGA",-30.6006,-71.2,219,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"250","04552002-1","La torre DGA",-30.6164,-71.3742,125,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"251","04554003-0","La placilla DGA",-30.8883,-71.3075,619,"Región de Coquimbo","Norte","Punitaqui","Rio Limari","Rio Limari"
"252","04555001-K","Punitaqui DGA",-30.8278,-71.25,257,"Región de Coquimbo","Norte","Punitaqui","Rio Limari","Rio Limari"
"253","04557001-0","Salala DGA",-30.6783,-71.53,82,"Región de Coquimbo","Norte","Ovalle","Rio Limari","Rio Limari"
"254","04610001-8","Pena blanca DGA",-30.9,-71.5503,367,"Región de Coquimbo","Norte","Ovalle","Costeras entre R.Limari y R.Choapa","E.  El Teniente y E. El Almendro (Incl.)"
"255","04703002-1","Rio choapa en cuncumen DGA",-31.9667,-70.5944,1209,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"256","04703003-K","Cuncumen DGA",-31.9336,-70.6133,1097,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"257","04704001-9","Rio cuncumen antes junta choapa chacay DGA",-31.8167,-70.6,1829,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Alto (hasta abajo junta Rio Cuncumen)"
"258","04710001-1","La tranquilla DGA",-31.9,-70.6706,988,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"259","04711001-7","Rio choapa en salamanca DGA",-31.8117,-70.9303,561,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"260","04711003-3","Coiron DGA",-31.9019,-70.7708,823,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"261","04711004-1","Salamanca DGA",-31.7758,-70.9669,511,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"262","04712001-2","Rio chalinga en la palmilla DGA",-31.6958,-70.7158,1493,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"263","04713004-2","San agustin DGA",-31.7289,-70.8317,1048,"Región de Coquimbo","Norte","Salamanca","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"264","04715002-7","Mal paso DGA",-31.7533,-71.1,351,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"265","04716005-7","Limahuida DGA",-31.745,-71.1619,306,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Choapa Medio (entre Rios Cuncumen e Illapel)"
"266","04721001-1","Rio illapel en las burras DGA",-31.5069,-70.8125,1254,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"267","04721002-K","Las burras DGA",-31.5331,-70.8211,1154,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"268","04722001-7","Santa virginia DGA",-31.5503,-70.8353,965,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"269","04723001-2","Rio illapel en huintil DGA",-31.5608,-70.9644,914,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"270","04723002-0","Huintil DGA",-31.5669,-70.9817,638,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"271","04726001-9","Rio illapel en el peral DGA",-31.6647,-71.2547,240,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"272","04726003-5","Illapel DGA",-31.645,-71.1908,295,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"273","04726004-3","Illapel dos DGA",-31.645,-71.1908,295,"Región de Coquimbo","Norte","Illapel","Rio Choapa","Rio Illapel"
"274","04730004-5","Mincha norte DGA",-31.5875,-71.4453,58,"Región de Coquimbo","Norte","Canela","Rio Choapa","Rio Choapa Bajo (entre Rio Illapel y Desembocadura)"
"275","04732001-1","La canela dmc DGA",-31.3986,-71.4569,290,"Región de Coquimbo","Norte","Canela","Rio Choapa","Rio Choapa Bajo (entre Rio Illapel y Desembocadura)"
"276","04810001-5","Estero pupio en el romero DGA",-31.9481,-71.0747,652,"Región de Coquimbo","Norte","Los Vilos","Costeras entre R.Choapa y R.Quilimari","Estero Pupio"
"277","04810003-1","Caimanes DGA",-31.9322,-71.1361,457,"Región de Coquimbo","Norte","Los Vilos","Costeras entre R.Choapa y R.Quilimari","Estero Pupio"
"278","04820001-K","Los vilos dmc DGA",-31.9103,-71.5086,17,"Región de Coquimbo","Norte","Los Vilos","Costeras entre R.Choapa y R.Quilimari","Costeras entre Estero Pupio y Rio Quilimari"
"279","04900002-2","Culimo embalse DGA",-32.0675,-71.2225,380,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"280","04900003-0","Quelon DGA",-32.1444,-71.1628,881,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"281","04900004-9","El naranjo DGA",-32.0314,-71.1522,734,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"282","04901002-8","Infiernillo DGA",-32.0608,-71.3072,305,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"283","04902002-3","Los condores 1 DGA",-32.1086,-71.3125,193,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"284","04902003-1","Quilimari DGA",-32.1175,-71.5,12,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"285","04902004-K","Quebrada el manzano DGA",-32.1728,-71.3722,304,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"286","04902005-8","Quebrada seca DGA",-32.0686,-71.4061,137,"Región de Coquimbo","Norte","Los Vilos","Rio QuiLimari","Rio Quilimari hasta Muro Embalse Culimo"
"287","05000001-K","NO SABEMOS3",-32.22,-71.4017,350,"Región de Valparaíso","Centro","La Ligua","Costeras Quilimari-Petorca","Costera Quilimari - Petorca"
"288","05100001-3","Rio sobrante en pinadero DGA",-32.2253,-70.7119,1326,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"289","05100003-K","Nacimiento del sobrante DGA",-32.1883,-70.4831,3377,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"290","05100004-8","El rancho hacienda DGA",-32.2256,-70.6044,2005,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"291","05100005-6","NO SABEMOS1",-32.2286,-70.71,1177,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"292","05100006-4","El sobrante hacienda DGA",-32.2261,-70.7839,807,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
"293","05100007-2","Chincolco DGA",-32.215,-70.8394,656,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Petorca Medio"
"294","05101005-1","Pedernal hacienda DGA",-32.0836,-70.8,1111,"Región de Valparaíso","Centro","Petorca","Rio Petorca","Rio Petorca Alto (hasta despues Junta Rio Sobrante)"
